Esas No,Tarih,İl,Milletvekili,Muhatap Bakanlık,Durum,Önerge Özeti
7 / 43936,27.04.2026,Antalya,Sururi ÇORABATIR,Ulaştırma Ve Altyapı Bakanlığı,15 Günlük Cevaplanma Süresi Devam Ediyor,ABD ve İsrail'in İran'a saldırılarının havayolu şirketlerine etkilerine ilişkin
7 / 36105,23.10.2025,Mardin,Beritan GÜNEŞ ALTIN,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Milli Eğitim Bakanlığının bir vakıf ile imzalamış olduğu protokolün pedagojik etkilerine ilişkin
7 / 34871,08.10.2025,Artvin,Uğur BAYRAKTUTAN,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Artvin'in Şavşat ilçesinde bir köydeki madencilik faaliyetlerine ilişkin
7 / 35136,06.10.2025,Şırnak,Nevroz UYSAL ASLAN,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Şırnak Özel Eğitim Uygulama Okulunda gerçekleştirilen Hayvanları Koruma Günü etkinliğine ilişkin
7 / 43620,17.04.2026,Yalova,Tahsin BECAN,Kültür Ve Turizm Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Yalova'da devlet tiyatrosu kurulması talebine ilişkin
7 / 28319,16.05.2025,Kars,İnan Akgün ALP,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2019 yılında yapılan yerel seçimler sonrasında Kars'ın Susuz Belediyesi tarafından satılan arsalara ilişkin
7 / 22438,23.01.2025,İstanbul,Doğan BEKİN,Kültür Ve Turizm Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,21 Ocak 2025 tarihinde Bolu Kartalkaya'da bulunan bir otelde meydana gelen yangına ilişkin
7 / 39356,21.01.2026,İzmir,Sevda ERDAN KILIÇ,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sayıştay'ın 2024 yılı Denetim Raporu'nda Rinerji Rize Elektrik Üretim A.Ş. ile ilgili yaptığı bazı tespitlere ilişkin
7 / 29556,16.06.2025,İzmir,Ümit ÖZLALE,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,İstanbul Büyükşehir Belediye Başkanı'nın tutuklanmasının ekonomiye etkilerine ilişkin
7 / 16669,25.09.2024,Tekirdağ,Cem AVŞAR,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,6 Şubat 2023 tarihli depremlerden etkilenen illerdeki altyapı sorunlarına ilişkin
7 / 33271,02.09.2025,Karabük,Cevdet AKAY,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Karabük'te yürütülen dere ıslah çalışmalarına ilişkin
7 / 27499,28.04.2025,Ardahan,Özgür Erdem İNCESU,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2023-2024 yıllarında Ardahan'dan çevre illerdeki hastanelere yapılan sevklere ilişkin
7 / 5664,25.10.2023,Denizli,Yasin ÖZTÜRK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Türkiye Varlık Fonuna devredilen şirketlere ilişkin
7 / 20096,04.12.2024,Niğde,Ömer Fethi GÜRER,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kamu gıda kontrol laboratuvarlarına ilişkin
7 / 38127,22.12.2025,Yozgat,İbrahim Ethem SEDEF,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Yozgat'ın Sarıkaya ilçesinde bulunan Hasbek Göleti projesinin akıbetine ilişkin
7 / 1218,03.07.2023,Diyarbakır,Sevilay ÇELENK ÖZEN,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Diyarbakır'ın Taş Köprü bölgesinde gerçekleştirilen ağaç kesimlerine ilişkin
7 / 24017,12.02.2025,İstanbul,İsa Mesih ŞAHİN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Osmaniye'nin Düziçi ilçesindeki TOKİ konutlarının aidat bedellerine ilişkin
7 / 27279,18.04.2025,Denizli,Yasin ÖZTÜRK,Enerji Ve Tabii Kaynaklar Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Eski bakanlara tahsis edilen makam araçlarına ilişkin
7 / 22327,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Karabük'ün Eflani ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 30027,25.06.2025,Eskişehir,İbrahim ARSLAN,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Eskişehir Osman Gazi Üniversitesi Hastanesi binasının güçlendirilmesi projesine ilişkin
7 / 2341,26.07.2023,İstanbul,Cengiz ÇİÇEK,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bireysel silahlanmanın ve  şiddet olaylarının önlenmesine ilişkin
7 / 1014,23.06.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,6 yaşından küçük çocuğu olan mahkumların denetimli serbestlik ve infaz sürelerinin kısaltılmasına ilişkin
7 / 31670,23.07.2025,Hakkari,Öznur BARTİN,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Dr. Abdurrahman Yurtaslan Ankara Onkoloji Eğitim ve Araştırma Hastanesinde hayatını kaybeden bir kişiye ilişkin
7 / 10945,29.03.2024,Adana,Ayhan BARUT,Çalışma Ve Sosyal Güvenlik Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bakanlığa bağlı kurum ve kuruluşlarda yapılan görevde yükselme ve ünvan değişikliği sınavları ile terfilere ilişkin
7 / 8866,26.01.2024,Bursa,Kayıhan PALA,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Şehir hastanelerinin yabancı bir yatırımcıya satılacağı iddiasına ilişkin
7 / 26796,09.04.2025,Diyarbakır,Mustafa Sezgin TANRIKULU,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Ülkemizin net uluslararası yatırım pozisyonuna ilişkin
7 / 41339,26.02.2026,Zonguldak,Eylem Ertuğ ERTUĞRUL,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Zonguldak Çaycuma Belediyesi ile TPAO arasında imzalanan bilim merkezi yapılmasına yönelik protokolün akıbetine ilişkin
7 / 28732,28.05.2025,Sivas,Ulaş KARASU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,26 Mayıs 2025 tarihinde Sivas'ın Zara ilçesindeki bir kömür madeninde meydana gelen patlamaya ilişkin
7 / 35937,30.10.2025,İzmir,İbrahim AKIN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Su Kirliliği Kontrolü Yönetmeliği'nde yapılan değişikliler sonrası Bakanlık tarafından yapılan düzenlemelere ilişkin
7 / 41181,25.02.2026,Tekirdağ,Cem AVŞAR,Enerji Ve Tabii Kaynaklar Bakanlığı,Cevaplandı,2023 yılından bu yana Bakanlık tarafından Tekirdağ'a yapılan yatırımlara ilişkin
7 / 25986,21.03.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bafra Kapalı Cezaeviyle ilgili bazı iddialara ilişkin
7 / 15239,15.08.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplandı,Adana Sarıçam F Tipi Ceza İnfaz Kurumunda bulunan bir mahkumun sağlık durumuna ilişkin
7 / 39196,16.01.2026,Amasya,Reşat KARAGÖZ,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Amasya'daki hastanelerin yoğun bakım ünitelerinde yaşanan kapasite sorununa ilişkin
7 / 35022,10.10.2025,Kütahya,Ali Fazıl KASAP,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Okullarda akran zorbalığına ilişkin
7 / 35421,17.10.2025,Muğla,Süreyya ÖNEŞ DERİCİ,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,"Muğla'da kadın çiftçi, üretici ve girişimcilere verilen desteklere ilişkin"
7 / 25677,14.03.2025,Aydın,Evrim KARAKOZ,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Aydın ilinde 2024 yılında meydana gelen trafik kazalarına ilişkin
7 / 23290,05.02.2025,İstanbul,Gökhan GÜNAYDIN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,"2014-2024 yılları arasında kira uyuşmazlığı nedeniyle Ankara, İstanbul ve İzmir illerinde açılan davalara ilişkin"
7 / 1361,05.07.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Çalışma Ve Sosyal Güvenlik Bakanlığı,Cevaplandı,Bir kişinin mağduriyetine ilişkin
7 / 16418,20.09.2024,Bartın,Aysu BANKOĞLU,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Zonguldak ve Kastamonu sınırları içindeki bir alanda maden arama izni verilmesine ilişkin
7 / 13353,28.06.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Adana Suluca Yüksek Güvenlikli Kapalı Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
7 / 10017,01.03.2024,Denizli,Yasin ÖZTÜRK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Cumhurbaşkanlığı araç filosuna ilişkin
7 / 22975,27.01.2025,Muğla,Cumhur UZUN,Kültür Ve Turizm Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,21 Ocak 2025 tarihinde Bolu Kartalkaya'da bulunan bir otelde meydana gelen yangına ilişkin
7 / 19966,03.12.2024,Amasya,Reşat KARAGÖZ,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,2002-2024 yılları arasında 18 yaşının altında olduğu halde doğum yapanlara ilişkin
7 / 25138,07.03.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çorlu Açık Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
7 / 34293,26.09.2025,Şanlıurfa,Dilan KUNT AYAN,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Mevsimlik tarım işçilerinin sorunlarına ilişkin
7 / 14369,25.07.2024,İstanbul,Ayşe Sibel YANIKÖMEROĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,İstanbul'un yapı stokunun depreme dayanıklılığına ilişkin
7 / 14257,23.07.2024,İstanbul,Suat ÖZÇAĞDAŞ,Milli Eğitim Bakanlığı,Cevaplandı,İstanbul'un Kartal ilçesinde bulunan bir okulun tadilatı için velilerden para talep edilmesine ilişkin
7 / 11958,16.05.2024,Van,Gülcan KAÇMAZ SAYYİĞİT,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Van F Tipi Kapalı Cezaevinde intihar ettiği iddia edilen bir mahkuma ilişkin
7 / 42507,27.03.2026,Diyarbakır,Mustafa Sezgin TANRIKULU,Gençlik Ve Spor Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,ABD ve İsrail'in İran'a yönelik saldırıları nedeniyle uluslararası spor organizasyonlarının güvenliğinin sağlanması için alınan önlemlere ilişkin
7 / 11447,19.04.2024,Ağrı,Sırrı SAKİK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Ağrı'nın Diyadin ilçesinde yaşandığı iddia edilen şiddet ve istismar olayına ilişkin
7 / 26616,10.04.2025,Denizli,Yasin ÖZTÜRK,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Süresi Geçtikten Sonra Cevaplandı,Türkiye Varlık Fonunun borçlanma yolu ile elde ettiği gelire ilişkin
7 / 28082,08.05.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Kayseri Kadın Kapalı Cezaevinde bulunan bir mahkumun nakil talebine ilişkin
7 / 41440,27.02.2026,İzmir,İbrahim AKIN,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Diyarbakır'ın Sur ilçesine bağlı Kervanpınar köyünde yapılacağı iddia edilen GES projesine ilişkin
7 / 22961,30.01.2025,Bursa,Yüksel Selçuk TÜRKOĞLU,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sağlık ve ulaşım hizmetleri için alınan bazı ücretlere yapılan zamlara ilişkin
7 / 40836,09.02.2026,Şanlıurfa,Mahmut TANAL,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Harran Üniversitesi Tıp Fakültesiyle ilgili usulsüzlük iddialarına ilişkin
7 / 11875,13.05.2024,Mardin,Kamuran TANHAN,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Mardin'in Nusaybin ilçesine bağlı Kışla Mahallesi'ndeki elektrik kesintisine ilişkin
7 / 2982,09.08.2023,Mardin,Kamuran TANHAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Mardin'in Midyat ilçesinde görevden alınan bir muhtara ilişkin
7 / 44503,12.05.2026,Mardin,Beritan GÜNEŞ ALTIN,Adalet Bakanlığı,15 Günlük Cevaplanma Süresi Devam Ediyor,Diyarbakır 3 Nolu T Tipi Kapalı Cezaevinde hayatını kaybeden bir mahkuma ilişkin
7 / 8881,26.01.2024,Zonguldak,Deniz YAVUZYILMAZ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Zonguldak'ta Cumhurbaşkanı kararı ile orman sınırları dışına çıkarılan alanlara ilişkin
7 / 34214,22.09.2025,İstanbul,Özgül SAKİ,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Diyanet İşleri Başkanlığınca yayınlanan cuma hutbelerindeki bazı ifadelere ilişkin
7 / 17238,04.10.2024,İstanbul,Namık TAN,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Avrupa Birliği Eğitim ve Gençlik Programları Merkezi Başkanlığı tarafından Milli Eğitim Bakanlığına sağlanan bir hibeye ilişkin
7 / 41174,25.02.2026,Giresun,Elvan IŞIK GEZMİŞ,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Önerge Sahibi Tarafından Geri Alındı,Giresun İçme Suyu Projesi'nin akıbetine ilişkin
7 / 23103,18.12.2024,Afyonkarahisar,Hakan Şeref OLGUN,Kültür Ve Turizm Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Eskişehir'in Odunpazarı ilçesinde Bakanlığın yaptığı çalışmalara ilişkin
7 / 12278,15.05.2024,Bursa,Hasan ÖZTÜRK,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,13 Mayıs 2024 tarihinde ilan edilen Kamuda Tasarruf ve Verimlilik Paketine ilişkin
7 / 6122,06.11.2023,Muş,Sümeyye BOZ ÇAKI,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Hakkari'nin Şemdinli ilçesine bağlı Oğlaklı köyünde yaşanan bir cinsel istismar vakasının yargılama sürecine ilişkin
7 / 6836,01.12.2023,İstanbul,Gökan ZEYBEK,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,TOKİ'nin konut inşa maliyetlerine ilişkin
7 / 17617,11.10.2024,Kars,İnan Akgün ALP,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kars ili Digor ilçesine trafik levhaları konulması talebine ilişkin
7 / 40760,17.02.2026,Konya,Ali YÜKSEL,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Konya-Antalya karayolunda yağışlar nedeniyle yaşanan mağduriyete ilişkin
7 / 33933,16.09.2025,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Metris R Tipi Kapalı Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
7 / 44298,06.05.2026,Muğla,Selçuk ÖZDAĞ,Çalışma Ve Sosyal Güvenlik Bakanlığı,15 Günlük Cevaplanma Süresi Devam Ediyor,Sendika üyeliği ve istifa işlemlerinin e-devlet üzerinden yapılabilmesi için yürütülen çalışmalara ilişkin
7 / 33914,12.09.2025,Ankara,Mesut DOĞAN,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bozdoğan-Nazilli karayolunun duble yol yapılması talebine ilişkin
7 / 23892,11.02.2025,Trabzon,Yavuz AYDIN,Gençlik Ve Spor Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Çocukları ve gençleri sanal kumar ve bahisten korumak için alınan önlemlere ilişkin
7 / 18043,11.10.2024,Erzurum,Meral DANIŞ BEŞTAŞ,Milli Eğitim Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Sayıştayın 2023 yılı Denetim Raporu'nda Ankara Hacı Bayram Veli Üniversitesi ile ilgili yaptığı bazı tespitlere ilişkin
7 / 12029,15.05.2024,Diyarbakır,Mustafa Sezgin TANRIKULU,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Kasten yaralama suçu ile ilgili bazı verilere ilişkin
7 / 29741,25.06.2025,Hatay,Servet MULLAOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Cevaplandı,Hatay'da hak sahiplerine teslim edilen konutlara ilişkin
7 / 41100,24.02.2026,Erzurum,Meral DANIŞ BEŞTAŞ,Sağlık Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Ana dili Türkçe olmayan kişilere sağlık hizmetlerinde sağlanan dil desteğine ilişkin
7 / 3377,21.08.2023,Denizli,Yasin ÖZTÜRK,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Bakanlığa bağlı kurum ve kuruluşların kullandığı kiralık binalara ilişkin
7 / 18983,04.11.2024,İstanbul,Mehmet Satuk Buğra KAVUNCU,Hazine Ve Maliye Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2025 Yılı Cumhurbaşkanlığı Yıllık Programı'nda özelleştirme gelir hedefinin artırılmasına ilişkin
7 / 37353,09.12.2025,Gaziantep,Sevda KARACA DEMİR,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Metris 2 Nolu T Tipi Kapalı Cezaevinde bulunan bazı mahkumların sağlık hakkının ihlal edildiği iddiasına ilişkin
7 / 10563,14.03.2024,Ankara,Umut AKDOĞAN,İçişleri Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,2017 yılından bugüne kadar taşınmaz edinimi yoluyla Türk vatandaşlığı kazanan kişi sayısına ilişkin
7 / 17296,03.10.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Şanlıurfa 2 Nolu T Tipi Kapalı Cezaevinde bulunan bir mahkumun tedavi edilmesi talebine ilişkin
7 / 1787,12.07.2023,Siirt,Tuncer BAKIRHAN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Batman Cezaevinde bulunan bir mahkumun sağlık durumuna ilişkin
7 / 25246,12.03.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Van Yüksek Güvenlikli Cezaevinde bulunan bir mahkumun hak ihlaline uğradığı iddiasına ilişkin
7 / 37061,27.11.2025,Bartın,Aysu BANKOĞLU,İçişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Bartın'daki hayvan barınaklarının koşulları ile yapılması planlanan barınak projesine ilişkin
7 / 3524,24.08.2023,Adana,Burhanettin BULUT,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Türkiye Tek Yürek kampanyasında toplanan bağışların akıbetine ilişkin
7 / 15226,15.08.2024,Kars,İnan Akgün ALP,Cumhurbaşkanı Yardımcısı Cevdet YILMAZ,Cevaplandı,Muhtaç aylığı alanlara ilişkin
7 / 1529,11.07.2023,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Konya Ereğli T Tipi Cezaevinde verilen yemeklerin sağlıksız olduğuna ilişkin
7 / 31609,23.07.2025,İstanbul,Ayşe Sibel YANIKÖMEROĞLU,Ulaştırma Ve Altyapı Bakanlığı,Cevaplandı,Kanal İstanbul Projesi'ne ilişkin
7 / 18796,25.10.2024,Denizli,Yasin ÖZTÜRK,Ticaret Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Türk firmalarının ürettikleri ürünlerde Türkçe isim kullanması için yapılan çalışmalara ilişkin
7 / 13918,10.07.2024,Antalya,Aykut KAYA,Tarım Ve Orman Bakanlığı,Cevaplandı,Antalya ilinde doğal afetler sonucu zarara uğrayan çiftçilerin zararlarının giderilmesi için yürütülen çalışmalara ilişkin
7 / 24873,05.03.2025,Karabük,Cevdet AKAY,Başkan Numan KURTULMUŞ,Cevaplandı,TBMM Başkanlığına sunulan kanun teklifleri ile siyasi parti grup önerilerine ilişkin
7 / 20886,19.12.2024,Trabzon,Sibel SUİÇMEZ,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Trabzon Yeni Havalimanı Projesi'nin akıbetine ilişkin
7 / 22200,10.01.2025,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,28 Aralık 2024 tarihinde Van'da meydana gelen bir olaya ilişkin
7 / 36103,21.10.2025,Diyarbakır,Halide TÜRKOĞLU,Aile Ve Sosyal Hizmetler Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Diyarbakır'da bir vakfın bir okulda yaptığı etkinliğe ilişkin
7 / 23084,31.01.2025,Ardahan,Özgür Erdem İNCESU,Tarım Ve Orman Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Ardahan'ın Hanak ilçesinde bulunan Koyunpınarı köyünde yaşanan mera kullanımı sorununa ilişkin
7 / 22495,27.01.2025,Mardin,Kamuran TANHAN,Sağlık Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Mardin Yeşilli Entegre Hastanesinin personel ve fiziki kapasite eksikliğine ilişkin
7 / 38225,24.12.2025,Kocaeli,Ömer Faruk GERGERLİOĞLU,Adalet Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Sincan Kapalı Ceza İnfaz Kurumunda bulunan bir mahkumun denetimli serbestlikten faydalandırılmamasına ilişkin
7 / 15815,29.08.2024,Kocaeli,Ömer Faruk GERGERLİOĞLU,"Çevre, Şehircilik Ve İklim Değişikliği Bakanlığı",Süresi Geçtikten Sonra Cevaplandı,Kocaeli'nin İzmit ilçesinde bulunan Acısu Parkının düzenlemesi talebine ilişkin
7 / 28277,06.05.2025,Şırnak,Nevroz UYSAL ASLAN,Ulaştırma Ve Altyapı Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Şırnak'ın İdil ilçesine bağlı Dirsekli-Yarbaşı grup köy yolunun yapım işine ilişkin
7 / 33173,28.08.2025,İzmir,Tamer OSMANAĞAOĞLU,Milli Eğitim Bakanlığı,Cevaplandı,Muğla'da atıl durumda bulunan ve yıkım kararı alınan okul sayısına ilişkin
7 / 37386,09.12.2025,İstanbul,Mehmet Satuk Buğra KAVUNCU,Dışişleri Bakanlığı,Cevaplanmadığı Gelen Kağıtlarda İlan Edildi,Avrupa Parlamentosunda PKK ile ilgili olarak verilen bir soru önergesine ilişkin
7 / 26653,11.04.2025,Niğde,Ömer Fethi GÜRER,Enerji Ve Tabii Kaynaklar Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,Oruç Reis Sismik Araştırma Gemisinin Somali'nin deniz yetki alanında yürüttüğü çalışmalara ilişkin
7 / 13514,28.06.2024,Bursa,Orhan SARIBAL,Tarım Ve Orman Bakanlığı,Cevaplandı,Kurban Bayramında yapılan kurban satışlarına ve ithal edilen hayvan sayısına ilişkin
7 / 21795,10.01.2025,Isparta,Hikmet Yalım HALICI,Milli Savunma Bakanlığı,Süresi Geçtikten Sonra Cevaplandı,ROKETSAN'da çalışan bir mühendisin ölümüne dair iddialara ilişkin
7 / 14752,26.07.2024,Hakkari,Öznur BARTİN,Adalet Bakanlığı,Cevaplandı,Diyarbakır'da yaşanan bir cinsel istismar vakasıyla ilgili yargılama sürecine ilişkin
